ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R02872	presqualene-diphosphate diphosphate-lyase (reducing, squalene-forming)	NADPH[s] + H+[s] + Presqualene diphosphate[s] <=> NADP+[s] + Diphosphate[s] + Squalene[s]	ec-code/1.3.1.96;ec-code/2.5.1.21	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.152-mRNA-1_1	-1000	1000			kegg.reaction/R02872;kegg.pathway/rn00100;kegg.pathway/rn00909;kegg.orthology/K00801;rhea/22235	Steroid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis
R02874	squalene,NADPH-hemoprotein:oxygen oxidoreductase (2,3-epoxidizing)	Oxygen[s] + Squalene[s] + [Reduced NADPH---hemoprotein reductase][s] <=> H2O[s] + (S)-2,3-Epoxysqualene[s] + [Oxidized NADPH---hemoprotein reductase][s]	ec-code/1.14.14.17	augustus_masked-NODE_37_length_124811_cov_26.8911_ID_73-processed-gene-0.135-mRNA-1_1	-1000	1000			kegg.reaction/R02874;kegg.pathway/rn00100;kegg.pathway/rn00909;kegg.orthology/K00511;rhea/25285	Steroid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis
R02894	D-Proline:oxygen oxidoreductase	Oxygen[s] + D-Proline[s] => Hydrogen peroxide[s] + 1-Pyrroline-2-carboxylate[s]	ec-code/1.4.3.3	augustus_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.172-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.275-mRNA-1_1	0	1000			kegg.reaction/R02894;kegg.pathway/rn00330;kegg.orthology/K00273	Arginine and proline metabolism
R02909	5-hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)	Oxygen[s] + Serotonin[s] => Formyl-5-hydroxykynurenamine[s]	ec-code/1.13.11.52	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.142-mRNA-1_1	0	1000			kegg.reaction/R02909;kegg.pathway/rn00380;kegg.orthology/K00463	Tryptophan metabolism
R02912	serotonin O-methyltransferase	5-Methyltetrahydrofolate[s] + Serotonin[s] => Tetrahydrofolate[s] + 5-Methoxytryptamine[s]	ec-code/2.1.1.-	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.193-mRNA-1_1	0	1000			kegg.reaction/R02912;kegg.pathway/rn00380;kegg.orthology/K00599	Tryptophan metabolism
R02918	L-Tyrosine:tRNA(Tyr) ligase (AMP-forming)	ATP[s] + L-Tyrosine[s] + tRNA(Tyr)[s] => Diphosphate[s] + AMP[s] + L-Tyrosyl-tRNA(Tyr)[s]	ec-code/6.1.1.1	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.129-mRNA-1_1 or maker-NODE_2_length_1276072_cov_27.1787_ID_3-snap-gene-5.146-mRNA-1_1	0	1000			kegg.reaction/R02918;kegg.pathway/rn00970;kegg.orthology/K01866;rhea/10223	Aminoacyl-tRNA biosynthesis
R02920	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-Adenosyl-L-methionine[s] + L-Adrenaline[s] <=> S-Adenosyl-L-homocysteine[s] + L-Metanephrine[s]	ec-code/2.1.1.6	augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.48-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.38-mRNA-1_1	-1000	1000			kegg.reaction/R02920;kegg.pathway/rn00350;kegg.orthology/K00545	Tyrosine metabolism
R02922	Creatinine iminohydrolase	H2O[s] + Creatinine[s] <=> Ammonia[s] + N-Methylhydantoin[s]	ec-code/3.5.4.21	maker-NODE_5_length_492506_cov_27.4869_ID_9-augustus-gene-2.124-mRNA-1_1	-1000	1000			kegg.reaction/R02922;kegg.pathway/rn00330;kegg.orthology/K03365;rhea/12684	Arginine and proline metabolism
R02923	D-Arginine:oxygen oxidoreductase (deaminating)	H2O[s] + Oxygen[s] + D-Arginine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 5-Guanidino-2-oxopentanoate[s]	ec-code/1.4.3.3	augustus_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.172-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.275-mRNA-1_1	-1000	1000			kegg.reaction/R02923;kegg.pathway/rn00472;kegg.orthology/K00273	D-Arginine and D-ornithine metabolism
R02926	Melibiitol galactohydrolase	H2O[s] + Melibiitol[s] <=> D-Galactose[s] + D-Sorbitol[s]	ec-code/3.2.1.22	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.242-mRNA-1_1 or augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.103-mRNA-1_1	-1000	1000			kegg.reaction/R02926;kegg.pathway/rn00052;kegg.orthology/K07407	Galactose metabolism
R02933	L-Gulono-1,4-lactone lactonohydrolase	H2O[s] + L-Gulono-1,4-lactone[s] <=> L-Gulonate[s]	ec-code/3.1.1.17;ec-code/3.1.1.25	augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.40-mRNA-1_1 or snap_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.97-mRNA-1_1	-1000	1000			kegg.reaction/R02933;kegg.pathway/rn00053;kegg.module/M00129;kegg.orthology/K01053;rhea/42519	Ascorbate and aldarate metabolism
R02940	2-Propyn-1-al:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 2-Propynal[s] <=> NADH[s] + H+[s] + Propynoate[s]	ec-code/1.2.1.3	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02940;kegg.orthology/K00128;kegg.orthology/K00149;rhea/30882	
R02946	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	NAD+[s] + (R,R)-Butane-2,3-diol[s] <=> NADH[s] + H+[s] + (R)-Acetoin[s]	ec-code/1.1.1.4	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.45-mRNA-1_1	-1000	1000			kegg.reaction/R02946;kegg.pathway/rn00650;kegg.orthology/K03366;rhea/24343	Butanoate metabolism
R02957	D-Glucuronolactone:NAD+ oxidoreductase	2 H2O[s] + NAD+[s] + D-Glucuronolactone[s] <=> NADH[s] + H+[s] + D-Glucarate[s]	ec-code/1.2.1.3	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02957;kegg.pathway/rn00053;kegg.orthology/K00128;kegg.orthology/K00149;rhea/30886	Ascorbate and aldarate metabolism
R02964	NADH:menaquinone oxidoreductase	NADH[s] + H+[s] + Menaquinone[s] <=> NAD+[s] + Menaquinol[s]	ec-code/1.6.5.2	maker-NODE_1_length_1866239_cov_27.8708_ID_1-snap-gene-3.153-mRNA-1_1 or snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.11-mRNA-1_1	-1000	1000			kegg.reaction/R02964;kegg.pathway/rn00130;kegg.orthology/K03809	Ubiquinone and other terpenoid-quinone biosynthesis
R02971	ATP:pantothenate 4'-phosphotransferase	ATP[s] + Pantetheine[s] => ADP[s] + Pantetheine 4'-phosphate[s]	ec-code/2.7.1.33;ec-code/2.7.1.34	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.45-mRNA-1_1	0	1000			kegg.reaction/R02971;kegg.pathway/rn00770;kegg.orthology/K09680;rhea/22475	Pantothenate and CoA biosynthesis
R02976	ATP:sphinganine 1-phosphotransferase	ATP[s] + Sphinganine[s] => ADP[s] + Sphinganine 1-phosphate[s]	ec-code/2.7.1.91	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.112-mRNA-1_1	0	1000			kegg.reaction/R02976;kegg.pathway/rn00600;kegg.orthology/K04718;rhea/15468	Sphingolipid metabolism
R02978	Sphinganine:NADP+ 3-oxidoreductase	NADP+[s] + Sphinganine[s] <=> NADPH[s] + H+[s] + 3-Dehydrosphinganine[s]	ec-code/1.1.1.102	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.66-mRNA-1_1	-1000	1000			kegg.reaction/R02978;kegg.pathway/rn00600;kegg.module/M00094;kegg.orthology/K04708;rhea/22643	Sphingolipid metabolism
R02984	dTDPglucose 4-epimerase	dTDP-glucose[s] <=> dTDP-galactose[s]	ec-code/5.1.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.16-mRNA-1_1	-1000	1000			kegg.reaction/R02984;kegg.orthology/K01784	
R02985	amygdalin beta-glucosidase	D-Glucose[s] + Prunasin[s] <=> H2O[s] + Amygdalin[s]	ec-code/3.2.1.21;ec-code/3.2.1.117	snap_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.72-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.12-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.18-mRNA-1_1 or snap_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-0.68-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.153-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.32-mRNA-1_1 or snap_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.67-mRNA-1_1 or snap_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.65-mRNA-1_1 or augustus_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.146-mRNA-1_1 or snap_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.124-mRNA-1_1 or augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.269-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.51-mRNA-1_1	-1000	1000			kegg.reaction/R02985;kegg.pathway/rn00460;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350;rhea/14180	Cyanoamino acid metabolism
R03004	Deamino-NAD+ nucleotidohydrolase	H2O[s] + Deamino-NAD+[s] <=> AMP[s] + Nicotinate D-ribonucleotide[s]	ec-code/3.6.1.9;ec-code/3.6.1.22	augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.34-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.102-mRNA-1_1	-1000	1000			kegg.reaction/R03004;kegg.pathway/rn00760;kegg.orthology/K01513;kegg.orthology/K03426	Nicotinate and nicotinamide metabolism
R03005	ATP:nicotinamide-nucleotide adenylyltransferase	ATP[s] + Nicotinate D-ribonucleotide[s] <=> Diphosphate[s] + Deamino-NAD+[s]	ec-code/2.7.7.1;ec-code/2.7.7.18	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.106-mRNA-1_1 or snap_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.64-mRNA-1_1	-1000	1000			kegg.reaction/R03005;kegg.pathway/rn00760;kegg.module/M00115;kegg.orthology/K06210;kegg.orthology/K19785;rhea/22863	Nicotinate and nicotinamide metabolism
R03012	L-Histidinol:NAD+ oxidoreductase	NAD+[s] + L-Histidinol[s] <=> NADH[s] + H+[s] + L-Histidinal[s]	ec-code/1.1.1.23	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.20-mRNA-1_1	-1000	1000			kegg.reaction/R03012;kegg.pathway/rn00340;kegg.module/M00026;kegg.orthology/K14152;rhea/33802	Histidine metabolism
R03013	L-histidinol-phosphate phosphohydrolase	H2O[s] + L-Histidinol phosphate[s] <=> Orthophosphate[s] + L-Histidinol[s]	ec-code/3.1.3.15	augustus_masked-NODE_50_length_66796_cov_28.651_ID_99-processed-gene-0.12-mRNA-1_1	-1000	1000			kegg.reaction/R03013;kegg.pathway/rn00340;kegg.module/M00026;kegg.orthology/K04486;rhea/14468	Histidine metabolism
R03018	ATP:pantothenate 4'-phosphotransferase	ATP[s] + Pantothenate[s] <=> ADP[s] + D-4'-Phosphopantothenate[s]	ec-code/2.7.1.33	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.45-mRNA-1_1	-1000	1000			kegg.reaction/R03018;kegg.pathway/rn00770;kegg.module/M00120;kegg.orthology/K09680;rhea/16376	Pantothenate and CoA biosynthesis
R03024	4-nitrophenyl phosphate phosphohydrolase	H2O[s] + 4-Nitrophenyl phosphate[s] <=> Orthophosphate[s] + 4-Nitrophenol[s]	ec-code/3.1.3.1;ec-code/3.1.3.2;ec-code/3.1.3.41	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.24-mRNA-1_1	-1000	1000			kegg.reaction/R03024;kegg.pathway/rn00627;kegg.orthology/K01101;rhea/21667	Aminobenzoate degradation
R03026	(S)-3-hydroxybutanoyl-CoA hydro-lyase	(S)-3-Hydroxybutanoyl-CoA[s] <=> H2O[s] + Crotonoyl-CoA[s]	ec-code/4.2.1.17	genemark-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.93-mRNA-1_1	-1000	1000			kegg.reaction/R03026;kegg.pathway/rn00071;kegg.pathway/rn00310;kegg.pathway/rn00362;kegg.pathway/rn00380;kegg.pathway/rn00627;kegg.pathway/rn00650;kegg.pathway/rn00720;kegg.module/M00032;kegg.orthology/K07511;rhea/26561	Fatty acid degradation;Lysine degradation;Benzoate degradation;Tryptophan metabolism;Aminobenzoate degradation;Butanoate metabolism;Carbon fixation pathways in prokaryotes
R03033	D-galactonate hydro-lyase	D-Galactonate[s] <=> H2O[s] + 2-Dehydro-3-deoxy-D-galactonate[s]	ec-code/4.2.1.6;ec-code/4.2.1.140	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.3-mRNA-1_1 or augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.65-mRNA-1_1 or augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-0.84-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-5.46-mRNA-1_1 or snap_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.67-mRNA-1_1	-1000	1000			kegg.reaction/R03033;kegg.pathway/rn00052;kegg.module/M00309;kegg.orthology/K01684;rhea/18652	Galactose metabolism
R03035	ATP:pantetheine-4'-phosphate adenylyltransferase	ATP[s] + Pantetheine 4'-phosphate[s] <=> Diphosphate[s] + Dephospho-CoA[s]	ec-code/2.7.7.3	snap_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-1.104-mRNA-1_1	-1000	1000			kegg.reaction/R03035;kegg.pathway/rn00770;kegg.module/M00120;kegg.orthology/K02201;rhea/19804	Pantothenate and CoA biosynthesis
R03036	Dephospho-CoA nucleotidohydrolase	H2O[s] + Dephospho-CoA[s] <=> AMP[s] + Pantetheine 4'-phosphate[s]	ec-code/3.6.1.9	augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.34-mRNA-1_1	-1000	1000			kegg.reaction/R03036;kegg.pathway/rn00770;kegg.orthology/K01513	Pantothenate and CoA biosynthesis
R03038	L-Alanine:tRNA(Ala) ligase (AMP-forming)	ATP[s] + L-Alanine[s] + tRNA(Ala)[s] => Diphosphate[s] + AMP[s] + L-Alanyl-tRNA[s]	ec-code/6.1.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.33-mRNA-1_1	0	1000			kegg.reaction/R03038;kegg.pathway/rn00970;kegg.orthology/K01872;rhea/12543	Aminoacyl-tRNA biosynthesis
R03045	3-Hydroxypropionyl-CoA hydro-lyase	3-Hydroxypropionyl-CoA[s] <=> H2O[s] + Propenoyl-CoA[s]	ec-code/4.2.1.17;ec-code/4.2.1.116	genemark-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.93-mRNA-1_1	-1000	1000			kegg.reaction/R03045;kegg.pathway/rn00410;kegg.pathway/rn00640;kegg.pathway/rn00720;kegg.module/M00013;kegg.orthology/K07511;rhea/26521	beta-Alanine metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes
R03050	2-Acetolactate pyruvate-lyase (carboxylating)	Thiamin diphosphate[s] + 2-Acetolactate[s] <=> Pyruvate[s] + 2-(alpha-Hydroxyethyl)thiamine diphosphate[s]	ec-code/2.2.1.6	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.210-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.0-mRNA-1_1	-1000	1000			kegg.reaction/R03050;kegg.orthology/K01652;kegg.orthology/K01653	
R03051	2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	NADPH[s] + H+[s] + 2-Acetolactate[s] => NADP+[s] + 2,3-Dihydroxy-3-methylbutanoate[s]	ec-code/1.1.1.86	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.35-mRNA-1_1	0	1000			kegg.reaction/R03051;kegg.pathway/rn00770;kegg.orthology/K00053	Pantothenate and CoA biosynthesis
R03055	(R)-5,6-dihydrothymine amidohydrolase	H2O[s] + (R)-5,6-Dihydrothymine[s] <=> (R)-3-Ureidoisobutyrate[s]	ec-code/3.5.2.2	maker-NODE_7_length_420504_cov_27.1491_ID_13-snap-gene-1.2-mRNA-1_1	-1000	1000			kegg.reaction/R03055;kegg.pathway/rn00240;kegg.module/M00046;kegg.orthology/K01464	Pyrimidine metabolism
R03057	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase	H2O[s] + Leukotriene A4[s] <=> Leukotriene B4[s]	ec-code/3.3.2.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.5-mRNA-1_1	-1000	1000			kegg.reaction/R03057;kegg.pathway/rn00590;kegg.orthology/K01254	Arachidonic acid metabolism
R03066	6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	4-Aminobenzoate[s] + 6-(Hydroxymethyl)-7,8-dihydropterin[s] <=> H2O[s] + Dihydropteroate[s]	ec-code/2.5.1.15	snap_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.169-mRNA-1_1	-1000	1000			kegg.reaction/R03066;kegg.pathway/rn00790;kegg.module/M00126;kegg.orthology/K13939;rhea/30890	Folate biosynthesis
R03067	(7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase	4-Aminobenzoate[s] + 6-Hydroxymethyl-7,8-dihydropterin diphosphate[s] <=> Diphosphate[s] + Dihydropteroate[s]	ec-code/2.5.1.15	snap_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.169-mRNA-1_1	-1000	1000			kegg.reaction/R03067;kegg.pathway/rn00790;kegg.module/M00126;kegg.orthology/K13939;rhea/19952	Folate biosynthesis
R03075	1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline 1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)transferase	Choline[s] + 1-O-Sinapoyl-beta-D-glucose[s] => D-Glucose[s] + Sinapine[s]	ec-code/2.3.1.91	maker-NODE_5_length_492506_cov_27.4869_ID_9-snap-gene-3.289-mRNA-1_1	0	1000			kegg.reaction/R03075;kegg.pathway/rn00940;kegg.orthology/K09756;rhea/12027	Phenylpropanoid biosynthesis
R03083	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate[s] <=> Orthophosphate[s] + 3-Dehydroquinate[s]	ec-code/4.2.3.4	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-12.43-mRNA-1_1	-1000	1000			kegg.reaction/R03083;kegg.pathway/rn00400;kegg.module/M00022;kegg.orthology/K13830;rhea/21971	Phenylalanine, tyrosine and tryptophan biosynthesis
R03084	3-Dehydroquinate hydro-lyase	3-Dehydroquinate[s] <=> H2O[s] + 3-Dehydroshikimate[s]	ec-code/4.2.1.10	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-12.43-mRNA-1_1	-1000	1000			kegg.reaction/R03084;kegg.pathway/rn00400;kegg.module/M00022;kegg.orthology/K13830;rhea/21099	Phenylalanine, tyrosine and tryptophan biosynthesis
R03093	3-Indoleacetonitrile aminohydrolase	2 H2O[s] + 3-Indoleacetonitrile[s] => Ammonia[s] + Indole-3-acetate[s]	ec-code/3.5.5.1	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.236-mRNA-1_1	0	1000			kegg.reaction/R03093;kegg.pathway/rn00380;kegg.orthology/K01501;rhea/45779	Tryptophan metabolism
R03096	Indole-3-acetamide amidohydrolase	H2O[s] + (Indol-3-yl)acetamide[s] => Ammonia[s] + Indole-3-acetate[s]	ec-code/3.5.1.4;ec-code/3.5.1.-	augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.41-mRNA-1_1 or augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.33-mRNA-1_1 or augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.34-mRNA-1_1	0	1000			kegg.reaction/R03096;kegg.pathway/rn00380;kegg.orthology/K01426;rhea/34374	Tryptophan metabolism
R03098	L-2-aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase;	ATP[s] + L-2-Aminoadipate[s] <=> Diphosphate[s] + L-2-Aminoadipate adenylate[s]	ec-code/1.2.1.95	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.22-mRNA-1_1	-1000	1000			kegg.reaction/R03098;kegg.pathway/rn00300;kegg.module/M00030;kegg.orthology/K00143	Lysine biosynthesis
R03105	3-mercaptopyruvate:sulfide sulfurtransferase	Thioredoxin[s] + Mercaptopyruvate[s] <=> Pyruvate[s] + Hydrogen sulfide[s] + Thioredoxin disulfide[s]	ec-code/2.8.1.2	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.42-mRNA-1_1	-1000	1000			kegg.reaction/R03105;kegg.pathway/rn00270;kegg.orthology/K01011;rhea/21743	Cysteine and methionine metabolism
R03123	cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase	NADP+[s] + cis-3,4-Leucopelargonidin[s] <=> NADPH[s] + H+[s] + Dihydrokaempferol[s]	ec-code/1.1.1.219	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.175-mRNA-1_1	-1000	1000			kegg.reaction/R03123;kegg.pathway/rn00941;kegg.module/M00138;kegg.orthology/K13082;rhea/23019	Flavonoid biosynthesis
R03139	primary-amine oxidase	H2O[s] + Oxygen[s] + 1,3-Diaminopropane[s] => Ammonia[s] + Hydrogen peroxide[s] + 3-Aminopropanal[s]	ec-code/1.4.3.21;ec-code/1.4.3.22	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.8-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.139-mRNA-1_1	0	1000			kegg.reaction/R03139;kegg.pathway/rn00410;kegg.orthology/K00276;rhea/30898	beta-Alanine metabolism
R03158		CoA[s] + 3-Hydroxypropanoate[s] <=> H2O[s] + 3-Hydroxypropionyl-CoA[s]	ec-code/3.1.2.4	maker-NODE_36_length_129941_cov_28.2018_ID_71-snap-gene-0.127-mRNA-1_1	-1000	1000			kegg.reaction/R03158;kegg.pathway/rn00410;kegg.pathway/rn00640;kegg.module/M00013;kegg.orthology/K05605	beta-Alanine metabolism;Propanoate metabolism
R03172	(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase	Acceptor[s] + (S)-2-Methylbutanoyl-CoA[s] <=> Reduced acceptor[s] + 2-Methylbut-2-enoyl-CoA[s]	ec-code/1.3.8.1;ec-code/1.3.8.7;ec-code/1.3.99.12	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.132-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.38-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.114-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.36-mRNA-1_1	-1000	1000			kegg.reaction/R03172;kegg.pathway/rn00280;kegg.orthology/K00248;kegg.orthology/K00249;kegg.orthology/K09478	Valine, leucine and isoleucine degradation
R03174	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase	Enzyme N6-(dihydrolipoyl)lysine[s] + (S)-2-Methylbutanoyl-CoA[s] <=> CoA[s] + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine[s]	ec-code/2.3.1.168	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.192-mRNA-1_1	-1000	1000			kegg.reaction/R03174;kegg.pathway/rn00280;kegg.orthology/K09699	Valine, leucine and isoleucine degradation
R03180	4-Guanidinobutanamide amidohydrolase	H2O[s] + 4-Guanidinobutanamide[s] => Ammonia[s] + 4-Guanidinobutanoate[s]	ec-code/3.5.1.4	augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.41-mRNA-1_1 or augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.33-mRNA-1_1 or augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.34-mRNA-1_1	0	1000			kegg.reaction/R03180;kegg.pathway/rn00330;kegg.orthology/K01426;rhea/34378	Arginine and proline metabolism
