"rxn"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"
"rn:R01130"	"YHR216W;YLR432W;YML056C"	" IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+"	"IMP:NAD+ oxidoreductase"	"K00088"	"path:map00230;path:map00983;path:map01100;path:map01110"	"sce00230  Purine metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R08240"	"YHR216W;YLR432W;YML056C"	" 6-Thioinosine-5'-monophosphate + NAD+ + H2O <=> 6-Thioxanthine 5'-monophosphate + NADH + H+"	"6-thioinosine 5'-monophosphate:NAD+ oxidoreductase"	"K00088"	"path:map00230;path:map00983;path:map01100;path:map01110"	"sce00230  Purine metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R04404"	"YIL002C;YNL106C;YOR109W"	" 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 4-phosphate + Orthophosphate"	"Phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase"	"K20279"	"path:map00562;path:map01100;path:map04070"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"
"rn:R09827"	"YIL002C;YNL106C;YOR109W"	" Phosphatidylinositol-3,4,5-trisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate + Orthophosphate"	"1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphate 5-phosphohydrolase"	"K20279"	"path:map00562;path:map01100;path:map04070"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"
"rn:R04640"	"YIL020C"	" 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide <=> N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide"	"N-(5'-phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase; 1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide aldose-ketose-isomerase"	"K01814"	"path:map00340;path:map01100;path:map01110;path:map01230"	"sce00340  Histidine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"
"rn:R00100"	"YIL043C;YKL150W;YML125C"	" NADH + 2 Ferricytochrome b5 <=> NAD+ + 2 Ferrocytochrome b5 + H+"	"NADH:ferricytochrome-b5 oxidoreductase"	"K00326"	"path:map00520"	"sce00520  Amino sugar and nucleotide sugar metabolism"
"rn:R02208"	"YIL049W"	" 5alpha-Pregnane-3,20-dione + NADP+ <=> Progesterone + NADPH + H+"	"5alpha-pregnane-3,20-dione:NADP+ delta4-oxidoreductase"	"K12345"	"path:map00140"	"sce00140  Steroid hormone biosynthesis"
"rn:R02497"	"YIL049W"	" Dihydrotestosterone + NADP+ <=> Testosterone + NADPH + H+"	"dihydrotestosterone:NADP+ delta4-oxidoreductase"	"K12345"	"path:map00140"	"sce00140  Steroid hormone biosynthesis"
"rn:R08954"	"YIL049W"	" 11-Deoxycorticosterone + NADPH + H+ <=> 5alpha-Dihydrodeoxycorticosterone + NADP+"	"5alpha-dihydrodeoxycorticosterone:NADP+ delta4-oxidoreductase"	"K12345"	"path:map00140"	"sce00140  Steroid hormone biosynthesis"
"rn:R10242"	"YIL049W"	" 5alpha-Androstane-3,17-dione + NADP+ <=> Androstenedione + NADPH + H+"	"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase"	"K12345"	"path:map00140"	"sce00140  Steroid hormone biosynthesis"
"rn:R03663"	"YIL078W;YKL194C"	" ATP + L-Threonine + tRNA(Thr) <=> AMP + Diphosphate + L-Threonyl-tRNA(Thr)"	"L-Threonine:tRNA(Thr) ligase (AMP-forming)"	"K01868"	"path:map00970"	"sce00970  Aminoacyl-tRNA biosynthesis"
"rn:R04230"	"YIL083C"	" ATP + D-4'-Phosphopantothenate + L-Cysteine <=> AMP + Diphosphate + (R)-4'-Phosphopantothenoyl-L-cysteine"	"(R)-4'-phosphopantothenate:L-cysteine ligase (ATP-utilizing)"	"K01922"	"path:map00770;path:map01100"	"sce00770  Pantothenate and CoA biosynthesis;sce01100  Metabolic pathways"
"rn:R01934"	"YIL094C"	" Homoisocitrate + NAD+ <=> 2-Oxoadipate + CO2 + NADH + H+"	"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating); homoisocitrate:NAD+ oxidoreductase (decarboxylating)"	"K05824"	"path:map00300;path:map01100;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R01936"	"YIL094C"	" Oxaloglutarate <=> 2-Oxoadipate + CO2"	"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)"	"K05824"	"path:map00300;path:map01100;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R04862"	"YIL094C"	" Homoisocitrate + NAD+ <=> Oxaloglutarate + NADH + H+"	"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)"	"K05824"	"path:map00300;path:map01100;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R01790"	"YIL099W"	" Starch + H2O <=> D-Glucose + Starch"	"1,4-alpha-D-Glucan glucohydrolase"	"K01178"	"path:map00500;path:map01100"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways"
"rn:R10455"	"YIL103W"	" S-Adenosyl-L-methionine + L-Histidine-[translation elongation factor 2] <=> 5'-Methylthioadenosine + Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine"	"S-adenosyl-L-methionine:L-histidine-[translation elongation factor 2] 2-[(3S)-3-amino-3-carboxypropyl]transferase"	"K07561"	NA	"NA  NA"
"rn:R02732"	"YIL107C;YOL136C;YJL155C;YLR345W"	" ATP + beta-D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 2,6-bisphosphate"	"ATP:D-fructose-6-phosphate 2-phosphotransferase"	"K00900"	"path:map00051"	"sce00051  Fructose and mannose metabolism"
"rn:R03243"	"YIL116W"	" L-Histidinol phosphate + 2-Oxoglutarate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + L-Glutamate"	"5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase"	"K00817"	"path:map00340;path:map00350;path:map00360;path:map00400;path:map00401;path:map00960;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00340  Histidine metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce00401  Novobiocin biosynthesis;sce00960  Tropane, piperidine and pyridine alkaloid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"
"rn:R02756"	"YIL124W"	"1-Acyl-sn-glycerol 3-phosphate + NADP+ <=> Acylglycerone phosphate + NADPH + H+"	"NONE"	"K06123"	"path:map00564;path:map00565;path:map01100"	"sce00564  Glycerophospholipid metabolism;sce00565  Ether lipid metabolism;sce01100  Metabolic pathways"
"rn:R04360"	"YIL124W"	"1-Alkyl-sn-glycero-3-phosphate + NADP+ <=> O-Alkylglycerone phosphate + NADPH + H+"	"NONE"	"K06123"	"path:map00564;path:map00565;path:map01100"	"sce00564  Glycerophospholipid metabolism;sce00565  Ether lipid metabolism;sce01100  Metabolic pathways"
"rn:R00621"	"YIL125W"	"2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2"	"NONE"	"K00164"	"path:map00020;path:map00310;path:map00380;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"
"rn:R01933"	"YIL125W"	" 2-Oxoadipate + CoA + NAD+ <=> Glutaryl-CoA + CO2 + NADH + H+"	"2-oxoadipate dehydrogenase complex"	"K00164"	"path:map00020;path:map00310;path:map00380;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"
"rn:R01940"	"YIL125W"	" 2-Oxoadipate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine + CO2"	"2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating)"	"K00164"	"path:map00020;path:map00310;path:map00380;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"
"rn:R03316"	"YIL125W"	"3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate"	"NONE"	"K00164"	"path:map00020;path:map00310;path:map00380;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce00380  Tryptophan metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"
"rn:R02473"	"YIL145C"	" ATP + (R)-Pantoate + beta-Alanine <=> AMP + Diphosphate + Pantothenate"	"(R)-Pantoate:beta-alanine ligase (AMP-forming)"	"K01918"	"path:map00410;path:map00770;path:map01100;path:map01110"	"sce00410  beta-Alanine metabolism;sce00770  Pantothenate and CoA biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R00848"	"YIL155C"	" sn-Glycerol 3-phosphate + FAD <=> Glycerone phosphate + FADH2"	"sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase"	"K00111"	"path:map00564;path:map01110"	"sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites"
"rn:R00927"	"YIL160C"	" Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA"	"acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R01177"	"YIL160C;YPL028W"	" Acetyl-CoA + Butanoyl-CoA <=> CoA + 3-Oxohexanoyl-CoA"	"butanoyl-CoA:acetyl-CoA C-butanoyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R03778"	"YIL160C"	" Octanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxodecanoyl-CoA"	"Octanoyl-CoA:acetyl-CoA C-acyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R03858"	"YIL160C"	" Lauroyl-CoA + Acetyl-CoA <=> CoA + 3-Oxotetradecanoyl-CoA"	"Lauroyl-CoA:acetyl-CoA C-acyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R03991"	"YIL160C"	" Tetradecanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxopalmitoyl-CoA"	"myristoyl-CoA:acetylCoA C-myristoyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R04546"	"YIL160C"	"Propanoyl-CoA + Chenodeoxycholoyl-CoA <=> CoA + 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R04742"	"YIL160C"	" Decanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxododecanoyl-CoA"	"Decanoyl-CoA:acetyl-CoA C-acyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R04747"	"YIL160C"	" Hexanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxooctanoyl-CoA"	"Hexanoyl-CoA:acetyl-CoA C-acyltransferase"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R07891"	"YIL160C"	"OPC6-CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC8-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R07895"	"YIL160C"	"OPC4-CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC6-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R07899"	"YIL160C"	"(+)-7-Isojasmonic acid CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC4-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R07937"	"YIL160C"	"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + Acetyl-CoA <=> CoA + (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R07953"	"YIL160C"	"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA + Acetyl-CoA <=> CoA + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA"	"NONE"	"K07513"	"path:map00071;path:map00280;path:map00592;path:map01040;path:map01100;path:map01110;path:map01130;path:map01212;path:map03320;path:map04146"	"sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00592  alpha-Linolenic acid metabolism;sce01040  Biosynthesis of unsaturated fatty acids;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce03320  PPAR signaling pathway;sce04146  Peroxisome"
"rn:R00802"	"YIL162W"	" Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose"	"sucrose alpha-glucohydrolase"	"K01193"	"path:map00052;path:map00500;path:map01100"	"sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways"
