mRNA	KO
snap_masked-haw-_s30-processed-gene-1.102-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.102&CDS=1-1134	K00121_R06983_metschnikowia_hawaiiensis
augustus_masked-haw-_s360-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-haw-_s360-processed-gene-0.8&CDS=1-864	K01070_R00527_metschnikowia_hawaiiensis
snap_masked-haw-_s4-processed-gene-0.125-mRNA-1_1&gene=snap_masked-haw-_s4-processed-gene-0.125&CDS=1-1128	K00122_R00519_metschnikowia_hawaiiensis
snap_masked-haw-_s300-processed-gene-0.251-mRNA-1_1&gene=snap_masked-haw-_s300-processed-gene-0.251&CDS=1-831	YALI0F01650p_MNXR121148_metschnikowia_hawaiiensis
snap_masked-haw-_s151-processed-gene-1.104-mRNA-1_1&gene=snap_masked-haw-_s151-processed-gene-1.104&CDS=1-1767	YALI0F01606g_R11461_metschnikowia_hawaiiensis
snap_masked-loc-_s520-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.10&CDS=1-1536	K00849_R01092_metschnikowia_lockheadii
snap_masked-loc-_s520-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.1&CDS=1-1137	K00965_R00955_metschnikowia_lockheadii
snap_masked-loc-_s520-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.0&CDS=1-2097	K01784_R00291_metschnikowia_lockheadii
snap_masked-loc-_s103-processed-gene-0.76-mRNA-1_1&gene=snap_masked-loc-_s103-processed-gene-0.76&CDS=1-1455	K03781_R00009_metschnikowia_lockheadii
snap_masked-loc-_s49-processed-gene-2.242-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.242&CDS=1-1134	K00121_R06983_metschnikowia_lockheadii
genemark-loc-_s37-processed-gene-0.50-mRNA-1_1&gene=genemark-loc-_s37-processed-gene-0.50&CDS=1-870	K01070_R00527_metschnikowia_lockheadii
genemark-loc-_s103-processed-gene-2.108-mRNA-1_1&gene=genemark-loc-_s103-processed-gene-2.108&CDS=1-1128	K00122_R00519_metschnikowia_lockheadii
snap_masked-loc-_s101-processed-gene-0.95-mRNA-1_1&gene=snap_masked-loc-_s101-processed-gene-0.95&CDS=1-831	YALI0F01650p_MNXR121148_metschnikowia_lockheadii
maker-loc-_s204-augustus-gene-0.2-mRNA-1_1&gene=maker-loc-_s204-augustus-gene-0.2&CDS=1-3420	YALI0F01606g_R11461_metschnikowia_lockheadii
augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.14&CDS=1-1116	lad_MNXR117337_yHMPu5000035037_candida_montana
augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.53&CDS=1-1173	K01784_R00291_yHMPu5000035037_candida_montana
augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.40&CDS=1-1530	K03781_R00009_yHMPu5000035037_candida_montana
augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.42&CDS=1-1149	K00121_R06983_yHMPu5000035037_candida_montana
augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.85&CDS=1-879	K01070_R00527_yHMPu5000035037_candida_montana
augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.112&CDS=1-1086	K00122_R00519_yHMPu5000035037_candida_montana
augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.97&CDS=1-999	K18338_R03772_yHMPu5000035037_candida_montana
augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.46&CDS=1-1248	K12661_R03774_yHMPu5000035037_candida_montana
augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.92&CDS=1-825	YALI0F01650p_MNXR121148_yHMPu5000035037_candida_montana
augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.9&CDS=1-1734	YALI0F01606g_R11461_yHMPu5000035037_candida_montana
genemark-scaffold_00015-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.99&CDS=1-1128	lad_MNXR117337_candida_tenuis
snap_masked-scaffold_00021-processed-gene-5.110-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.110&CDS=1-1527	K00849_R01092_candida_tenuis
augustus_masked-scaffold_00021-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.58&CDS=1-1131	K00965_R00955_candida_tenuis
augustus_masked-scaffold_00021-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.39&CDS=1-2064	K01784_R00291_candida_tenuis
snap_masked-scaffold_00022-processed-gene-13.66-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-13.66&CDS=1-1458	K03781_R00009_candida_tenuis
genemark-scaffold_00006-processed-gene-10.56-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-10.56&CDS=1-1137	K00121_R06983_candida_tenuis
augustus_masked-scaffold_00018-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-2.134&CDS=1-4941	K01070_R00527_candida_tenuis
genemark-scaffold_00018-processed-gene-10.32-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.32&CDS=1-957	K18338_R03772_candida_tenuis
augustus_masked-scaffold_00015-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-4.30&CDS=1-1947	K12661_R03774_candida_tenuis
maker-scaffold_00008-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_00008-snap-gene-1.0&CDS=1-2715	YALI0F01650p_MNXR121148_candida_tenuis
genemark-scaffold_00015-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.98&CDS=1-1788	YALI0F01606g_R11461_candida_tenuis
genemark-scaffold_00015-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.81&CDS=1-456	K21911_R11333_candida_tenuis
augustus_masked-SAKL0B-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.95&CDS=1-1062	lad_MNXR117337_lachancea_kluyveri
snap_masked-SAKL0C-processed-gene-10.56-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.56&CDS=1-1575	K00849_R01092_lachancea_kluyveri
augustus_masked-SAKL0C-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.24&CDS=1-1101	K00965_R00955_lachancea_kluyveri
augustus_masked-SAKL0C-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.25&CDS=1-2058	K01784_R00291_lachancea_kluyveri
snap_masked-SAKL0H-processed-gene-9.69-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.69&CDS=1-1533	K03781_R00009_lachancea_kluyveri
augustus_masked-SAKL0F-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.143&CDS=1-1149	K00121_R06983_lachancea_kluyveri
augustus_masked-SAKL0D-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-6.86&CDS=1-891	K01070_R00527_lachancea_kluyveri
augustus_masked-SAKL0B-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.84&CDS=1-1635	inu_MNXR115392_lachancea_kluyveri
augustus_masked-SAKL0E-processed-gene-11.209-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.209&CDS=1-852	YALI0F01650p_MNXR121148_lachancea_kluyveri
augustus_masked-SAKL0G-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-15.31&CDS=1-1752	YALI0F01606g_R11461_lachancea_kluyveri
snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.1&CDS=1-1131	lad_MNXR117337_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.17&CDS=1-1518	K00849_R01092_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.19-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.19&CDS=1-1161	K00965_R00955_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.40&CDS=1-2025	K01784_R00291_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.7&CDS=1-1455	K03781_R00009_yHMPu5000041833_candida_tammaniensis
genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.6-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.6&CDS=1-2259	K00121_R06983_yHMPu5000041833_candida_tammaniensis
genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.3&CDS=1-855	K01070_R00527_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.122&CDS=1-1125	K00122_R00519_yHMPu5000041833_candida_tammaniensis
augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.224-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.224&CDS=1-981	K18338_R03772_yHMPu5000041833_candida_tammaniensis
genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.296-mRNA-1_1&gene=genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.296&CDS=1-1281	K12661_R03774_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.125&CDS=1-2718	YALI0F01650p_MNXR121148_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.2&CDS=1-1779	YALI0F01606g_R11461_yHMPu5000041833_candida_tammaniensis
snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.44&CDS=1-456	K21911_R11333_yHMPu5000041833_candida_tammaniensis
augustus_masked-NODE_67_length_45764_cov_12.7929_ID_7959-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_67_length_45764_cov_12.7929_ID_7959-processed-gene-0.15&CDS=1-1500	K03781_R00009_yHMPu5000035301_pichia_terricola
augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.52&CDS=1-1140	K00121_R06983_yHMPu5000035301_pichia_terricola
augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.44&CDS=1-867	K01070_R00527_yHMPu5000035301_pichia_terricola
genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.101&CDS=1-1821	YALI0F01606g_R11461_yHMPu5000035301_pichia_terricola
snap_masked-CR380957-processed-gene-10.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-10.34&CDS=1-1521	K03781_R00009_candida_glabrata
snap_masked-CR380958-processed-gene-1.10-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-1.10&CDS=1-1143	K00121_R06983_candida_glabrata
snap_masked-CR380956-processed-gene-5.94-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-5.94&CDS=1-888	K01070_R00527_candida_glabrata
snap_masked-CR380958-processed-gene-12.30-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.30&CDS=1-1746	YALI0F01606g_R11461_candida_glabrata
-processed-gene-5.36-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-5.36&CDS=1-1107	lad_MNXR117337_nakazawaea_peltata
-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.70&CDS=1-1500	K00849_R01092_nakazawaea_peltata
-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.69&CDS=1-1059	K00965_R00955_nakazawaea_peltata
-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.42&CDS=1-2043	K01784_R00291_nakazawaea_peltata
-processed-gene-11.33-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-11.33&CDS=1-1506	K03781_R00009_nakazawaea_peltata
-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.41&CDS=1-1134	K00121_R06983_nakazawaea_peltata
-processed-gene-13.103-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-13.103&CDS=1-864	K01070_R00527_nakazawaea_peltata
-processed-gene-26.113-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.113&CDS=1-1095	K00122_R00519_nakazawaea_peltata
-processed-gene-11.41-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-11.41&CDS=1-1014	K18338_R03772_nakazawaea_peltata
-processed-gene-3.74-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.74&CDS=1-1254	K12661_R03774_nakazawaea_peltata
-snap-gene-7.3-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-7.3&CDS=1-1644	YALI0F01650p_MNXR121148_nakazawaea_peltata
-processed-gene-4.88-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-4.88&CDS=1-1770	YALI0F01606g_R11461_nakazawaea_peltata
-processed-gene-3.39-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-3.39&CDS=1-1518	K02575_MNXR101912_nakazawaea_peltata
snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.164&CDS=1-1089	lad_MNXR117337_yHMPu5000034622_pichia_occidentalis
snap_masked-NODE_78_length_37282_cov_13.3296_ID_155-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_78_length_37282_cov_13.3296_ID_155-processed-gene-0.38&CDS=1-1500	K03781_R00009_yHMPu5000034622_pichia_occidentalis
snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.13&CDS=1-1143	K00121_R06983_yHMPu5000034622_pichia_occidentalis
snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.3&CDS=1-882	K01070_R00527_yHMPu5000034622_pichia_occidentalis
snap_masked-NODE_110_length_10114_cov_12.1981_ID_219-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_110_length_10114_cov_12.1981_ID_219-processed-gene-0.5&CDS=1-828	YALI0F01650p_MNXR121148_yHMPu5000034622_pichia_occidentalis
snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.45&CDS=1-1818	YALI0F01606g_R11461_yHMPu5000034622_pichia_occidentalis
maker-LACI0H-augustus-gene-0.40-mRNA-1_1&gene=maker-LACI0H-augustus-gene-0.40&CDS=1-4083	larab_R01903_lachancea_cidri
snap_masked-LACI0D-processed-gene-9.74-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-9.74&CDS=1-1575	K00849_R01092_lachancea_cidri
snap_masked-LACI0D-processed-gene-9.99-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-9.99&CDS=1-1101	K00965_R00955_lachancea_cidri
snap_masked-LACI0B-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-2.84&CDS=1-2058	K01784_R00291_lachancea_cidri
snap_masked-LACI0G-processed-gene-9.136-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-9.136&CDS=1-1545	K03781_R00009_lachancea_cidri
snap_masked-LACI0H-processed-gene-2.7-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.7&CDS=1-1146	K00121_R06983_lachancea_cidri
snap_masked-LACI0D-processed-gene-8.81-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-8.81&CDS=1-885	K01070_R00527_lachancea_cidri
snap_masked-LACI0D-processed-gene-6.50-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-6.50&CDS=1-1713	inu_MNXR115392_lachancea_cidri
snap_masked-LACI0C-processed-gene-3.55-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.55&CDS=1-876	YALI0F01650p_MNXR121148_lachancea_cidri
maker-LACI0G-augustus-gene-2.45-mRNA-1_1&gene=maker-LACI0G-augustus-gene-2.45&CDS=1-4614	YALI0F01606g_R11461_lachancea_cidri
augustus_masked-NODE_103_length_6828_cov_19.3552_ID_323961-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_103_length_6828_cov_19.3552_ID_323961-processed-gene-0.4&CDS=1-1110	lad_MNXR117337_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.70&CDS=1-1542	K03781_R00009_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.88&CDS=1-1143	K00121_R06983_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-0.81&CDS=1-873	K01070_R00527_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.75&CDS=1-1101	K00122_R00519_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.135&CDS=1-966	K18338_R03772_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.166&CDS=1-1251	K12661_R03774_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.47&CDS=1-1566	inu_MNXR115392_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.85&CDS=1-861	YALI0F01650p_MNXR121148_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.116&CDS=1-1743	YALI0F01606g_R11461_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.111&CDS=1-1617	K02575_MNXR101912_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.133&CDS=1-2625	K10534_R00794_yHMPu5000035325_cyberlindnera_petersonii
augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.132&CDS=1-3261	K17877_R00787_yHMPu5000035325_cyberlindnera_petersonii
genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.154-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.154&CDS=1-1086	lad_MNXR117337_yHMPu5000035286_candida_azyma
genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.124-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.124&CDS=1-1509	K03781_R00009_yHMPu5000035286_candida_azyma
genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_38_length_36249_cov_12.3575_ID_7711-processed-gene-0.16&CDS=1-1146	K00121_R06983_yHMPu5000035286_candida_azyma
genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.124&CDS=1-870	K01070_R00527_yHMPu5000035286_candida_azyma
genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.134&CDS=1-1095	K00122_R00519_yHMPu5000035286_candida_azyma
augustus_masked-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.45&CDS=1-993	K18338_R03772_yHMPu5000035286_candida_azyma
genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.184&CDS=1-1257	K12661_R03774_yHMPu5000035286_candida_azyma
genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-10.158-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-10.158&CDS=1-1818	YALI0F01606g_R11461_yHMPu5000035286_candida_azyma
