"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"	"other"
"R04998"	"beta-D-Glucosyl-2-coumarinate glucohydrolase"	"H2O[s] + cis-beta-D-Glucosyl-2-hydroxycinnamate[s] <=> D-Glucose[s] + cis-2-Hydroxycinnamate[s]"	"ec-code/3.2.1.21"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Metschnikowia_santaceciliae@Seq_5740 or Sclerotinia_sclerotiorum@Seq_8569 or Aspergillus_nidulans@Seq_3040 or Fusarium_graminearum@Seq_4311 or Fusarium_graminearum@Seq_4796 or Stagonospora_nodorum@Seq_11044 or Botrytis_cinerea@Seq_14818 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Aspergillus_nidulans@Seq_6781 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598 or Arxula_adeninivorans@Seq_4284 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058 or yHMPu5000034673_Blastobotrys_nivea@Seq_9625 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470 or yHMPu5000034673_Blastobotrys_nivea@Seq_8338 or yHMPu5000034754_Lipomyces_arxii@Seq_2760 or Aspergillus_nidulans@Seq_1082 or yHMPu5000034754_Lipomyces_arxii@Seq_7446 or yHMPu5000034754_Lipomyces_arxii@Seq_4198 or yHMPu5000034673_Blastobotrys_nivea@Seq_5973 or yHMPu5000034648_Candida_restingae@Seq_1137 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_324 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998 or Metschnikowia_dekortum@Seq_4738 or Yarrowia_deformans@Seq_1172 or Metschnikowia_lockheadii@Seq_4016 or yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453 or yHMPu5000034892_Ogataea_pilisensis@Seq_3452 or Stagonospora_nodorum@Seq_7494"	-1000	1000	NA	NA	"kegg.reaction/R04998;kegg.pathway/rn00940;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350;rhea/31226"	"Phenylpropanoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05066"	"3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase"	"NAD+[s] + (S)-3-Hydroxyisobutyrate[s] <=> NADH[s] + H+[s] + (S)-Methylmalonate semialdehyde[s]"	"ec-code/1.1.1.31;ec-code/1.1.1.35"	"Babjeviella_inositovora@Seq_4035 or Aspergillus_nidulans@Seq_7717 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_575 or Stagonospora_nodorum@Seq_4247"	-1000	1000	NA	NA	"kegg.reaction/R05066;kegg.pathway/rn00280;kegg.orthology/K00020;rhea/31278"	"Valine, leucine and isoleucine degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05092"	"ent-copalyl-diphosphate diphosphate-lyase"	"ent-Copalyl diphosphate[s] <=> Diphosphate[s] + ent-Kaurene[s]"	"ec-code/4.2.3.19"	"Neurospora_crassa@Seq_2793 or Aspergillus_nidulans@Seq_8472 or Botrytis_cinerea@Seq_8017"	-1000	1000	NA	NA	"kegg.reaction/R05092;kegg.pathway/rn00904;kegg.orthology/K20657;rhea/22223"	"Diterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05287"	"Chloroacetic acid halidohydrolase"	"H2O[s] + Chloroacetic acid[s] <=> Glycolate[s] + Hydrochloric acid[s]"	"ec-code/3.8.1.2;ec-code/3.8.1.3"	"Lipomyces_starkeyi@Seq_5453"	-1000	1000	NA	NA	"kegg.reaction/R05287;kegg.pathway/rn00361;kegg.pathway/rn00625;kegg.orthology/K01560;rhea/25192"	"Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05299"	"4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)"	"Oxygen[s] + 4-Methylcatechol[s] <=> 3-Methyl-cis,cis-hexadienedioate[s]"	"ec-code/1.13.11.1"	"Sclerotinia_sclerotiorum@Seq_13229 or Aspergillus_nidulans@Seq_4429 or Aspergillus_nidulans@Seq_8849 or Aspergillus_nidulans@Seq_2992"	-1000	1000	NA	NA	"kegg.reaction/R05299;kegg.pathway/rn00623;kegg.orthology/K03381"	"Toluene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05341"	"carotenoid beta-end group lyase (decyclizing)"	"Lycopene[s] <=> gamma-Carotene[s]"	"ec-code/5.5.1.19"	"Arthrobotrys_oligospora@Seq_49"	-1000	1000	NA	NA	"kegg.reaction/R05341;kegg.pathway/rn00906;kegg.module/M00097;kegg.orthology/K17841;rhea/32222"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05380"	"acetaldehyde hydro-lyase"	"Acetaldehyde[s] <=> H2O[s] + Acetylene[s]"	"ec-code/4.2.1.112"	"Stagonospora_nodorum@Seq_11395 or Stagonospora_nodorum@Seq_1625 or Stagonospora_nodorum@Seq_7114"	-1000	1000	NA	NA	"kegg.reaction/R05380;kegg.pathway/rn00625;kegg.orthology/K20625;rhea/17888"	"Chloroalkane and chloroalkene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05419"	""	"Oxygen[s] + 2-Oxoglutarate[s] + 2,4-Dichlorophenoxyacetate[s] <=> CO2[s] + Succinate[s] + Glyoxylate[s] + 2,4-Dichlorophenol[s]"	"ec-code/1.14.11.-"	"Neurospora_crassa@Seq_6716"	-1000	1000	NA	NA	"kegg.reaction/R05419;kegg.pathway/rn00361;kegg.orthology/K06912;rhea/48987"	"Chlorocyclohexane and chlorobenzene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05487"	"phenylacetate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2-hydroxylating)"	"Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + Phenylacetic acid[s] <=> H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + 2-Hydroxyphenylacetate[s]"	"ec-code/1.14.14.54"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Aspergillus_nidulans@Seq_3801 or Pichia_membranifaciens@Seq_3416 or Aspergillus_nidulans@Seq_9189 or yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_4137"	-1000	1000	NA	NA	"kegg.reaction/R05487;kegg.pathway/rn00360;kegg.pathway/rn00643;kegg.orthology/K10437"	"Phenylalanine metabolism;Styrene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05493"	""	"Oxygen[s] + 2-Oxoglutarate[s] + 4-Chlorophenoxyacetate[s] <=> CO2[s] + Succinate[s] + Glyoxylate[s] + 4-Chlorophenol[s]"	"ec-code/1.14.11.-"	"Neurospora_crassa@Seq_6716"	-1000	1000	NA	NA	"kegg.reaction/R05493;kegg.pathway/rn00361;kegg.orthology/K06912"	"Chlorocyclohexane and chlorobenzene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05510"	"Protoanemonin lactonohydrolase"	"H2O[s] + Protoanemonin[s] <=> cis-Acetylacrylate[s]"	"ec-code/3.1.1.45"	"Aspergillus_nidulans@Seq_6562"	-1000	1000	NA	NA	"kegg.reaction/R05510;kegg.pathway/rn00361;kegg.orthology/K01061"	"Chlorocyclohexane and chlorobenzene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05511"	""	"H2O[s] + cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide[s] <=> 2-Chloromaleylacetate[s]"	"ec-code/3.1.1.45"	"Aspergillus_nidulans@Seq_6562"	-1000	1000	NA	NA	"kegg.reaction/R05511;kegg.pathway/rn00361;kegg.orthology/K01061"	"Chlorocyclohexane and chlorobenzene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05549"	""	"H2O[s] + D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose[s] => D-Galactose[s] + Melibiose[s]"	"ec-code/3.2.1.22"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	0	1000	NA	NA	"kegg.reaction/R05549;kegg.pathway/rn00052;kegg.orthology/K07407"	"Galactose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05554"	"Ureidoglycine aminohydrolase;"	"H2O[s] + (S)-Ureidoglycine[s] <=> Ammonia[s] + (S)-Ureidoglycolate[s]"	"ec-code/3.5.3.26"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_5286"	-1000	1000	NA	NA	"kegg.reaction/R05554;kegg.pathway/rn00230;kegg.orthology/K14977;rhea/25244"	"Purine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05576"	"(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase"	"NADP+[s] + 3-Hydroxybutanoyl-CoA[s] <=> NADPH[s] + H+[s] + Acetoacetyl-CoA[s]"	"ec-code/1.1.1.157"	"yHMPu5000034635_Nadsonia_fulvescens@Seq_2608 or Lipomyces_starkeyi@Seq_7051"	-1000	1000	NA	NA	"kegg.reaction/R05576;kegg.orthology/K00074"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05595"	""	"H2O[s] + Crotonoyl-CoA[s] <=> 3-Hydroxybutanoyl-CoA[s]"	"ec-code/4.2.1.17"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R05595;kegg.orthology/K07511"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05632"	"1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)"	"NADH[s] + Oxygen[s] + H+[s] + 1-Hydroxy-2-naphthoate[s] <=> H2O[s] + NAD+[s] + CO2[s] + Naphthalene-1,2-diol[s]"	"ec-code/1.14.13.1;ec-code/1.14.13.135"	"Stagonospora_nodorum@Seq_9595 or yHMPu5000035296_Priceomyces_carsonii@Seq_4312 or Sclerotinia_sclerotiorum@Seq_2695 or Sclerotinia_sclerotiorum@Seq_6876 or yHMPu5000035335_Candida_blattae@Seq_1577 or Aspergillus_nidulans@Seq_6521 or Sclerotinia_sclerotiorum@Seq_11658 or yHMPu5000034742_Lipomyces_suomiensis@Seq_4317 or Aspergillus_nidulans@Seq_2604 or Stagonospora_nodorum@Seq_1743 or Coccidioides_immitis@Seq_613 or Botrytis_cinerea@Seq_10150 or Aspergillus_nidulans@Seq_2050 or Neurospora_crassa@Seq_7376 or Neurospora_crassa@Seq_4768 or Sclerotinia_sclerotiorum@Seq_13058 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709 or Stagonospora_nodorum@Seq_122 or Fusarium_graminearum@Seq_3888 or Neurospora_crassa@Seq_487 or Sclerotinia_sclerotiorum@Seq_11671 or yHMPu5000035650_Trigonopsis_variabilis@Seq_2095 or Botrytis_cinerea@Seq_245 or Botrytis_cinerea@Seq_14795 or Sclerotinia_sclerotiorum@Seq_1717 or Aspergillus_nidulans@Seq_374"	-1000	1000	NA	NA	"kegg.reaction/R05632;kegg.pathway/rn00624;kegg.orthology/K00480;rhea/31274"	"Polycyclic aromatic hydrocarbon degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05703"	"lanosterol D24-reductase"	"NADP+[s] + Lathosterol[s] <=> NADPH[s] + H+[s] + 5alpha-Cholesta-7,24-dien-3beta-ol[s]"	"ec-code/1.3.1.72"	"Lipomyces_starkeyi@Seq_5712 or Stagonospora_nodorum@Seq_9640 or Stagonospora_nodorum@Seq_9903 or Saitoella_complicata@Seq_1511"	-1000	1000	NA	NA	"kegg.reaction/R05703;kegg.pathway/rn00100;kegg.orthology/K09828;rhea/13688"	"Steroid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05768"	"GDP-mannose:3-phosphoglycerate 3-a-D-mannosyltransferase"	"GDP-mannose[s] + 3-Phospho-D-glycerate[s] => GDP[s] + 2-(alpha-D-Mannosyl)-3-phosphoglycerate[s]"	"ec-code/2.4.1.217"	"Neurospora_crassa@Seq_5978"	0	1000	NA	NA	"kegg.reaction/R05768;kegg.pathway/rn00051;kegg.orthology/K05947;rhea/13540"	"Fructose and mannose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05842"	"ethylene oxide hydrolase"	"H2O[s] + Ethylene oxide[s] <=> Ethylene glycol[s]"	"ec-code/3.3.2.10"	"Stagonospora_nodorum@Seq_7613 or yHMPu5000035645_Yarrowia_divulgata@Seq_89 or yHMPu5000035643_Yarrowia_bubula@Seq_6134 or yHMPu5000035645_Yarrowia_divulgata@Seq_4928 or Stagonospora_nodorum@Seq_10423"	-1000	1000	NA	NA	"kegg.reaction/R05842;kegg.pathway/rn00625;kegg.orthology/K08726"	"Chloroalkane and chloroalkene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05930"	""	"G00157[s] + UDP-N-acetyl-D-glucosamine[s] <=> G00162[s] + UDP (G10619)[s]"	"ec-code/2.4.1.223"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_6131"	-1000	1000	NA	NA	"kegg.reaction/R05930;kegg.pathway/rn00534;kegg.module/M00059;kegg.orthology/K02369;kegg.orthology/K02370;rhea/16224"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05935"	""	"G00162[s] + UDP-D-glucuronate[s] <=> G00163[s] + UDP (G10619)[s]"	"ec-code/2.4.1.225"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_6131"	-1000	1000	NA	NA	"kegg.reaction/R05935;kegg.pathway/rn00534;kegg.module/M00059;kegg.orthology/K02367"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05936"	""	"G00163[s] + UDP-N-acetyl-D-glucosamine[s] <=> G00164[s] + UDP (G10619)[s]"	"ec-code/2.4.1.224"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_6131"	-1000	1000	NA	NA	"kegg.reaction/R05936;kegg.pathway/rn00534;kegg.module/M00059;kegg.orthology/K02370"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05961"	""	"H2O[s] + Globotriaosylceramide[s] <=> D-Galactose[s] + Lactosylceramide[s]"	"ec-code/3.2.1.22;ec-code/3.2.1.47"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	-1000	1000	NA	NA	"kegg.reaction/R05961;kegg.pathway/rn00603;kegg.orthology/K07407"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05963"	""	"H2O[s] + Globoside (G00094)[s] <=> N-Acetyl-D-galactosamine[s] + Globotriaosylceramide[s]"	"ec-code/3.2.1.52"	"Metschnikowia_santaceciliae@Seq_532 or Arthrobotrys_oligospora@Seq_5655 or yHMPu5000035244_Candida_incommunis@Seq_591"	-1000	1000	NA	NA	"kegg.reaction/R05963;kegg.pathway/rn00603;kegg.orthology/K01207"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05966"	""	"H2O[s] + Forssman antigen, IV3GalNAca-Gb4Cer[s] <=> N-Acetyl-D-galactosamine[s] + Globoside (G00094)[s]"	"ec-code/3.2.1.49"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_23"	-1000	1000	NA	NA	"kegg.reaction/R05966;kegg.pathway/rn00603;kegg.orthology/K01204"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R05986"	""	"G00015[s] + UDP-N-acetyl-D-glucosamine[s] <=> G00019[s] + UDP (G10619)[s]"	"ec-code/2.4.1.144"	"Neurospora_crassa@Seq_3163 or Botrytis_cinerea@Seq_1204 or Arthrobotrys_oligospora@Seq_6402"	-1000	1000	NA	NA	"kegg.reaction/R05986;kegg.pathway/rn00510;kegg.module/M00075;kegg.orthology/K00737;rhea/56067"	"N-Glycan biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06004"	""	"H2O[s] + GM2[s] <=> N-Acetyl-D-galactosamine[s] + GM3 (G00108)[s]"	"ec-code/3.2.1.52"	"Debaryomyces_hansenii@Seq_542 or yHMPu5000034673_Blastobotrys_nivea@Seq_487"	-1000	1000	NA	NA	"kegg.reaction/R06004;kegg.pathway/rn00604;kegg.orthology/K12373"	"Glycosphingolipid biosynthesis - ganglio series"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06010"	""	"H2O[s] + GM1[s] <=> D-Galactose[s] + GM2[s]"	"ec-code/3.2.1.23"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5223 or Fusarium_graminearum@Seq_10472"	-1000	1000	NA	NA	"kegg.reaction/R06010;kegg.pathway/rn00604;kegg.orthology/K12309"	"Glycosphingolipid biosynthesis - ganglio series"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06087"	""	"H2O[s] + Sucrose (G00370)[s] <=> D-Glucose[s] + D-Fructose[s]"	"ec-code/3.2.1.20;ec-code/3.2.1.48"	"Kuraishia_capsulata@Seq_12"	-1000	1000	NA	NA	"kegg.reaction/R06087;kegg.orthology/K01187"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06091"	""	"H2O[s] + Melibiose (G01275)[s] <=> D-Glucose[s] + D-Galactose[s]"	"ec-code/3.2.1.22"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	-1000	1000	NA	NA	"kegg.reaction/R06091;kegg.orthology/K07407"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06113"	""	"H2O[s] + Trehalose 6-phosphate[s] <=> D-Glucose[s] + D-Glucose 6-phosphate[s]"	"ec-code/3.2.1.93;ec-code/3.2.1.122"	"yHMPu5000034761_Lipomyces_lipofer@Seq_2576 or yHMPu5000034754_Lipomyces_arxii@Seq_8313 or Lipomyces_starkeyi@Seq_8594 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_5795"	-1000	1000	NA	NA	"kegg.reaction/R06113;kegg.orthology/K01226"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06114"	""	"H2O[s] + Lactose (G10504)[s] <=> D-Glucose[s] + D-Galactose[s]"	"ec-code/3.2.1.23;ec-code/3.2.1.108"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Arxula_adeninivorans@Seq_5367 or Aspergillus_nidulans@Seq_9781"	-1000	1000	NA	NA	"kegg.reaction/R06114;kegg.orthology/K01190;kegg.orthology/K01229"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06154"	"methylamine:oxygen oxidoreductase (deaminating) (copper-containing)"	"H2O[s] + Oxygen[s] + Methylamine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + Formaldehyde[s]"	"ec-code/1.4.3.21"	"Metschnikowia_dekortum@Seq_4089 or Fusarium_graminearum@Seq_9299"	-1000	1000	NA	NA	"kegg.reaction/R06154;kegg.orthology/K00276"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06291"	"ent-kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)"	"Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + ent-Kaurene[s] <=> H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + Kaur-16-en-18-ol[s]"	"ec-code/1.14.14.86"	"Fusarium_graminearum@Seq_9660 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_8229 or Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_65 or Aspergillus_nidulans@Seq_67 or Fusarium_graminearum@Seq_714 or Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_8578 or Aspergillus_nidulans@Seq_4230 or Stagonospora_nodorum@Seq_4785 or Fusarium_graminearum@Seq_8050 or Arthrobotrys_oligospora@Seq_8979 or Xylona_heveae@Seq_5608 or Fusarium_graminearum@Seq_8303 or Aspergillus_nidulans@Seq_1151"	-1000	1000	NA	NA	"kegg.reaction/R06291;kegg.pathway/rn00904;kegg.orthology/K21292;rhea/13048"	"Diterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06292"	"ent-Kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)"	"Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + Kaur-16-en-18-ol[s] <=> 2 H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + Kaur-16-en-18-al[s]"	"ec-code/1.14.14.86"	"Fusarium_graminearum@Seq_9660 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_8229 or Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_65 or Aspergillus_nidulans@Seq_67 or Fusarium_graminearum@Seq_714 or Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_8578 or Aspergillus_nidulans@Seq_4230 or Stagonospora_nodorum@Seq_4785 or Fusarium_graminearum@Seq_8050 or Arthrobotrys_oligospora@Seq_8979 or Xylona_heveae@Seq_5608 or Fusarium_graminearum@Seq_8303 or Aspergillus_nidulans@Seq_1151"	-1000	1000	NA	NA	"kegg.reaction/R06292;kegg.pathway/rn00904;kegg.orthology/K21292;rhea/21307"	"Diterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06293"	"ent-Kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)"	"Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + Kaur-16-en-18-al[s] <=> H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + Kaur-16-en-18-oic acid[s]"	"ec-code/1.14.14.86"	"Fusarium_graminearum@Seq_9660 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_8229 or Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_65 or Aspergillus_nidulans@Seq_67 or Fusarium_graminearum@Seq_714 or Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_8578 or Aspergillus_nidulans@Seq_4230 or Stagonospora_nodorum@Seq_4785 or Fusarium_graminearum@Seq_8050 or Arthrobotrys_oligospora@Seq_8979 or Xylona_heveae@Seq_5608 or Fusarium_graminearum@Seq_8303 or Aspergillus_nidulans@Seq_1151"	-1000	1000	NA	NA	"kegg.reaction/R06293;kegg.pathway/rn00904;kegg.orthology/K21292;rhea/10931"	"Diterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06513"	"dTDPglucose 4,6-hydro-lyase"	"dTDP-glucose[s] <=> H2O[s] + dTDP-4-oxo-6-deoxy-D-glucose[s]"	"ec-code/4.2.1.46"	"Metschnikowia_mauinuiana@Seq_2942"	-1000	1000	NA	NA	"kegg.reaction/R06513;kegg.pathway/rn00521;kegg.pathway/rn00523;kegg.pathway/rn00525;kegg.pathway/rn01055;kegg.module/M00793;kegg.orthology/K01710;rhea/17224"	"Streptomycin biosynthesis;Polyketide sugar unit biosynthesis;Acarbose and validamycin biosynthesis;Biosynthesis of vancomycin group antibiotics"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06518"	"N-acylsphingosine amidohydrolase"	"H2O[s] + Dihydroceramide[s] => Fatty acid[s] + Sphinganine[s]"	"ec-code/3.5.1.23"	"Sclerotinia_sclerotiorum@Seq_7944 or yHMPu5000034952_Citeromyces_siamensis@Seq_9081"	0	1000	NA	NA	"kegg.reaction/R06518;kegg.pathway/rn00600;kegg.orthology/K04711"	"Sphingolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06519"	"dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (4,5-dehydrogenating)"	"Oxygen[s] + 2 H+[s] + 2 Ferrocytochrome b5[s] + Dihydroceramide[s] <=> 2 H2O[s] + N-Acylsphingosine[s] + 2 Ferricytochrome b5[s]"	"ec-code/1.14.19.17"	"Metschnikowia_hamakuensis@Seq_3149 or yHMPu5000026142_Citeromyces_matritensis@Seq_4442 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_5845"	-1000	1000	NA	NA	"kegg.reaction/R06519;kegg.pathway/rn00600;kegg.module/M00094;kegg.orthology/K04712;rhea/46547"	"Sphingolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R06569"	"cinnamaldehyde:NADP+ oxidoreductase (CoA-cinnamoylating)"	"NADPH[s] + H+[s] + 5-Hydroxyferuloyl-CoA[s] <=> NADP+[s] + CoA[s] + 5-Hydroxyconiferaldehyde[s]"	"ec-code/1.2.1.44"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3271"	-1000	1000	NA	NA	"kegg.reaction/R06569;kegg.pathway/rn00940;kegg.orthology/K09753"	"Phenylpropanoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
